,Unnamed: 0,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
11,20180226T102019_20180226T102050_T32UPA,1659.5359712230218,128.8561151079137,2620.169064748202,1731.6294964028775,1326.248201438849,1140.7733812949639,1093.5935251798562,1614.7805755395684,2592.19784172662,2975.125899280576,3148.100719424461,3475.723021582734,2236.1043165467627,0.0,0.0,0.0,2018-02-26,841,78251661,0.15616438356164383
12,20180303T102021_20180303T102019_T32UPA,6104.5935251798555,63.05755395683454,4957.812949640288,4262.874100719425,5619.546762589928,5112.7194244604325,5685.435251798561,5930.4784172661875,6196.500000000001,6409.784172661872,5910.028776978418,6547.5683453237425,3121.597122302159,0.0,0.0,1024.0,2018-03-03,841,78251661,0.16986301369863013
13,20180308T102019_20180308T102241_T32UPA,6249.262589928057,158.64388489208636,4103.348920863309,2916.794964028777,6159.251798561152,5651.561151079137,6141.3525179856115,6283.097122302158,6448.823741007195,6658.73381294964,6533.241007194246,6803.956834532374,3017.4892086330933,0.0,0.0,1024.0,2018-03-08,841,78251661,0.18356164383561643
14,20180313T102021_20180313T102540_T32UPA,7508.870503597122,116.72661870503596,4373.431654676259,3167.4892086330933,7033.284172661872,6362.223021582734,6865.154676258993,7037.302158273383,7257.38129496403,7551.830935251799,7169.766187050362,7785.654676258993,3424.9028776978416,0.0,0.0,1024.0,2018-03-13,841,78251661,0.19726027397260273
15,20180318T102019_20180318T102016_T32UPA,6340.334532374101,1504.6762589928062,2967.107913669065,2927.219424460432,6147.21582733813,5614.176258992807,6065.669064748202,6277.136690647483,6529.111510791368,6709.651079136692,6581.338129496404,6819.449640287771,4320.406474820145,0.0,0.0,1024.0,2018-03-18,841,78251661,0.21095890410958903
16,20180323T102021_20180323T102021_T32UPA,7337.809352517986,200.69784172661878,5367.9784172661875,3910.086330935252,7076.5935251798555,6540.978417266187,7097.0935251798555,7280.1474820143885,7448.158273381297,7667.992805755397,7398.302158273383,7747.741007194247,4458.625899280576,0.0,0.0,1024.0,2018-03-23,841,78251661,0.22465753424657534
17,20180328T102019_20180328T102018_T32UPA,8534.989208633095,518.2302158273382,4930.8453237410085,3594.197841726619,8417.161870503598,7843.629496402878,8514.953237410073,8542.510791366907,8728.057553956836,9067.758992805755,8635.971223021585,9260.697841726622,3606.197841726619,0.0,0.0,1024.0,2018-03-28,841,78251661,0.23835616438356164
18,20180402T102021_20180402T102435_T32UPA,6028.859712230216,38.51438848920864,5697.546762589929,4872.208633093526,5800.618705035971,5457.798561151079,5910.388489208634,6124.615107913671,6427.766187050362,6720.5503597122315,6419.611510791367,6895.323741007195,3352.129496402878,0.0,0.0,1024.0,2018-04-02,841,78251661,0.25205479452054796
19,20180407T102019_20180407T102020_T32UPA,1179.931654676259,41.74820143884892,2218.1690647482014,1226.7841726618706,901.4280575539567,889.0575539568346,706.6294964028776,1271.6798561151081,2510.5000000000005,2943.0827338129493,3068.0179856115114,3289.29856115108,1782.7697841726624,0.0,0.0,0.0,2018-04-07,841,78251661,0.26575342465753427
20,20180412T102021_20180412T102024_T32UPA,1444.3776978417268,209.2589928057554,1787.1079136690646,1032.384892086331,1152.017985611511,1073.8776978417268,853.6978417266188,1302.0503597122306,2601.294964028777,3061.2841726618713,2971.607913669065,3305.7410071942445,1161.4820143884892,0.0,0.0,2048.0,2018-04-12,841,78251661,0.27945205479452057
21,20180417T102019_20180417T102021_T32UPA,1360.151079136691,12.744604316546766,1939.2374100719428,878.021582733813,1031.9712230215828,1004.8453237410072,619.3633093525182,1203.8057553956835,3255.7302158273387,4009.3884892086335,4002.147482014389,4438.0323741007205,1248.7625899280577,0.0,0.0,0.0,2018-04-17,841,78251661,0.29315068493150687
22,20180422T102031_20180422T102115_T32UPA,1605.6258992805758,54.15107913669065,1599.8165467625906,831.679856115108,1487.7553956834533,1349.1690647482014,1144.6187050359715,1361.881294964029,2581.9064748201445,3058.2697841726617,3178.5827338129493,3247.273381294965,784.5611510791368,0.0,0.0,0.0,2018-04-22,841,78251661,0.30684931506849317
23,20180427T102019_20180427T102022_T32UPA,1349.7661870503598,139.8561151079137,2352.320143884893,1563.1438848920866,1199.6834532374105,1281.312949640288,1221.5647482014388,1637.0215827338131,2921.194244604317,3405.356115107914,3454.179856115109,3718.1618705035976,1472.3956834532376,0.0,0.0,2048.0,2018-04-27,841,78251661,0.32054794520547947
24,20180502T102031_20180502T102434_T32UPA,2306.9604316546765,455.6223021582734,2102.7122302158277,1509.6834532374105,1999.1043165467624,1951.3201438848926,1862.111510791367,2200.028776978417,3490.1366906474823,4099.446043165468,3873.2589928057564,4339.967625899281,1762.6582733812952,0.0,0.0,2048.0,2018-05-02,841,78251661,0.33424657534246577
25,20180507T102019_20180507T102648_T32UPA,1210.7050359712232,13.0,2465.517985611511,1655.5827338129502,1118.1330935251801,1209.3992805755395,1208.3920863309352,1589.6330935251801,2876.5719424460435,3395.064748201439,3409.0719424460435,3670.0971223021584,1495.8669064748206,0.0,0.0,0.0,2018-05-07,841,78251661,0.34794520547945207
26,20180512T102031_20180512T102148_T32UPA,1368.334532374101,13.974820143884894,2663.420863309353,1746.6294964028782,1220.7410071942447,1277.201438848921,1298.2050359712232,1598.5719424460433,2861.7230215827344,3340.438848920863,3288.302158273382,3711.428057553957,987.4136690647484,0.0,0.0,0.0,2018-05-12,841,78251661,0.36164383561643837
27,20180517T102019_20180517T102209_T32UPA,4474.4244604316555,297.1546762589928,2532.5431654676267,2093.0035971223024,4267.456834532375,3892.4892086330938,4032.9856115107923,4040.543165467626,4404.744604316547,4706.007194244605,4412.737410071944,4816.302158273382,1691.3848920863309,0.0,0.0,1024.0,2018-05-17,841,78251661,0.37534246575342467
28,20180522T102031_20180522T102025_T32UPA,1944.1294964028773,28.636690647482023,1779.9280575539567,1226.9352517985615,1291.1079136690648,1248.769784172662,1229.1402877697842,1448.5035971223022,2321.1366906474827,2798.4892086330933,2313.1618705035976,3038.34892086331,1051.2374100719426,0.0,0.0,0.0,2018-05-22,841,78251661,0.38904109589041097
29,20180601T102021_20180601T102024_T32UPA,8281.874100719426,37.05755395683453,7001.730215827339,5337.4244604316555,8495.654676258993,8295.269784172662,8980.543165467627,8921.967625899282,9285.453237410076,9746.96762589928,9132.417266187049,10044.348920863311,2891.9892086330933,0.0,0.0,1024.0,2018-06-01,841,78251661,0.41643835616438357
30,20180606T102019_20180606T102512_T32UPA,1359.6294964028775,12.23021582733813,3144.920863309353,2107.525179856116,1206.6798561151081,1236.9100719424464,1370.906474820144,1662.136690647482,2351.956834532374,2750.1690647482014,2687.107913669065,3059.521582733813,766.1510791366907,0.0,0.0,0.0,2018-06-06,841,78251661,0.4301369863013699
31,20180611T102021_20180611T102634_T32UPA,9647.643884892088,5809.248201438849,2710.03237410072,3170.751798561151,9356.467625899282,8908.89928057554,9321.881294964029,9553.345323741009,9621.928057553958,9735.823741007194,9623.942446043167,9677.302158273382,9236.223021582735,0.0,0.0,1024.0,2018-06-11,841,78251661,0.4438356164383562
32,20180616T102019_20180616T102021_T32UPA,6783.88129496403,222.52517985611516,5380.1294964028775,4138.928057553957,6489.517985611513,6174.043165467627,6574.669064748202,6715.859712230217,7048.910071942446,7358.284172661873,7089.007194244607,7522.169064748203,4091.021582733813,0.0,0.0,1024.0,2018-06-16,841,78251661,0.4575342465753425
33,20180621T102021_20180621T102316_T32UPA,1991.3884892086328,496.8489208633094,2128.107913669065,1443.021582733813,1931.89928057554,1753.1438848920866,1619.1510791366914,1893.5827338129502,2894.464028776979,3347.521582733813,3315.438848920864,3590.8093525179856,1464.7266187050366,0.0,0.0,2048.0,2018-06-21,841,78251661,0.4712328767123288
34,20180626T102019_20180626T102626_T32UPA,7644.557553956836,24.7410071942446,5158.237410071944,3357.3165467625895,7437.917266187052,7032.827338129497,7446.8525179856115,7413.564748201439,7617.7553956834545,7935.24820143885,7548.021582733813,8070.971223021585,2985.125899280576,0.0,0.0,1024.0,2018-06-26,841,78251661,0.4849315068493151
35,20180701T102021_20180701T102404_T32UPA,1217.9748201438852,14.0,2705.248201438849,1608.8453237410074,1003.7338129496403,1056.3453237410074,982.9208633093524,1438.1726618705036,2761.7374100719426,3217.712230215828,3236.3309352517986,3474.8309352517986,1335.7805755395682,0.0,0.0,0.0,2018-07-01,841,78251661,0.4986301369863014
36,20180706T102019_20180706T102022_T32UPA,1404.6007194244605,13.744604316546766,2832.374100719425,1572.8345323741007,1141.1151079136694,1125.9100719424464,1023.6043165467627,1425.0395683453241,2815.061151079137,3441.625899280576,3392.1043165467627,3807.3201438848932,771.9712230215828,0.0,0.0,0.0,2018-07-06,841,78251661,0.5123287671232877
37,20180711T102021_20180711T102024_T32UPA,7212.701438848922,115.21223021582735,4884.341726618705,3638.11510791367,7048.5755395683445,6552.431654676258,6932.636690647481,7041.161870503597,7314.974820143885,7587.410071942448,7491.302158273383,7730.388489208634,4145.438848920864,0.0,0.0,1024.0,2018-07-11,841,78251661,0.5260273972602739
38,20180716T102019_20180716T102549_T32UPA,5562.758992805756,182.64388489208642,4481.1834532374105,3832.6690647482014,5229.230215827339,4958.9784172661875,5237.802158273384,5333.496402877698,5612.0575539568335,5891.9244604316555,5606.625899280577,6019.482014388489,3021.366906474821,0.0,0.0,1024.0,2018-07-16,841,78251661,0.5397260273972603
39,20180721T102021_20180721T102024_T32UPA,9103.500000000002,1940.1258992805758,2555.5827338129493,2611.5539568345325,8875.514388489208,8375.877697841726,8835.884892086333,8926.269784172662,8990.773381294965,9171.14748201439,8921.823741007196,9137.989208633096,6350.899280575541,0.0,0.0,1024.0,2018-07-21,841,78251661,0.5534246575342465
40,20180726T102019_20180726T102150_T32UPA,1287.1007194244605,11.284172661870505,3050.1043165467627,1997.1294964028782,1136.3453237410076,1167.8273381294964,1275.9748201438852,1490.4604316546765,2221.1906474820144,2624.8237410071947,2611.8381294964033,2956.773381294964,717.0179856115109,0.0,0.0,0.0,2018-07-26,841,78251661,0.5671232876712329
41,20180731T102021_20180731T102024_T32UPA,1239.2446043165469,9.028776978417268,452.0359712230217,242.726618705036,930.6834532374103,714.402877697842,543.8057553956836,542.1870503597123,752.7410071942447,826.3669064748202,728.0755395683453,823.8093525179856,148.35971223021585,0.0,0.0,0.0,2018-07-31,841,78251661,0.5808219178082191
42,20180805T102019_20180805T102019_T32UPA,2036.39928057554,13.1726618705036,2017.6079136690646,1206.834532374101,2091.985611510792,1691.888489208633,1508.471223021583,1533.1151079136694,1919.6582733812952,2145.561151079137,2516.032374100719,2218.58273381295,607.0467625899281,0.0,0.0,0.0,2018-08-05,841,78251661,0.5945205479452055
43,20180810T102021_20180810T102023_T32UPA,3200.651079136691,118.4640287769784,3117.964028776979,2493.701438848921,3433.7697841726617,3175.6834532374105,3038.205035971223,3051.697841726619,3402.866906474821,3670.03237410072,3988.705035971224,3857.669064748202,1924.687050359712,0.0,0.0,1024.0,2018-08-10,841,78251661,0.6082191780821918
44,20180815T102019_20180815T102017_T32UPA,5240.100719424461,24.0,2988.9244604316555,1898.5287769784175,4941.071942446044,4564.334532374101,4675.964028776979,4600.248201438849,4813.672661870504,5080.341726618706,4681.474820143885,5146.744604316547,1593.1187050359713,0.0,0.0,1024.0,2018-08-15,841,78251661,0.6219178082191781
45,20180820T102021_20180820T102358_T32UPA,1421.1762589928055,15.715827338129495,3178.992805755396,2056.219424460432,1242.6510791366907,1231.6151079136694,1393.9208633093524,1579.1510791366907,2157.9892086330938,2522.241007194245,2451.471223021583,2834.4064748201445,550.2482014388489,0.0,0.0,0.0,2018-08-20,841,78251661,0.6356164383561644
46,20180825T102019_20180825T102015_T32UPA,6717.798561151079,1079.1618705035974,3313.773381294964,3022.6438848920866,6663.611510791367,6293.902877697843,6648.176258992807,6637.280575539569,6752.244604316546,6952.705035971225,6858.776978417266,7024.992805755397,3999.5467625899278,0.0,0.0,1024.0,2018-08-25,841,78251661,0.6493150684931507
47,20180830T102021_20180830T102524_T32UPA,8663.104316546762,310.3093525179856,6186.737410071944,4942.798561151079,8581.388489208633,8111.787769784173,8607.438848920865,8582.597122302159,8737.723021582733,8998.269784172664,8646.974820143885,9073.913669064748,4154.794964028778,0.0,0.0,1024.0,2018-08-30,841,78251661,0.663013698630137
48,20180904T102019_20180904T102014_T32UPA,1551.7661870503598,11.460431654676261,2857.3309352517986,1801.2733812949646,1290.3453237410076,1144.6187050359713,1121.3776978417268,1309.6582733812947,1954.2625899280579,2322.1474820143885,2232.7158273381297,2620.334532374101,435.9352517985612,0.0,0.0,0.0,2018-09-04,841,78251661,0.6767123287671233
49,20180909T102021_20180909T102205_T32UPA,2951.701438848921,306.1726618705036,2095.7769784172665,1705.7446043165467,2702.374100719425,2515.107913669065,2557.208633093525,2729.8992805755397,3275.255395683454,3543.1618705035976,3412.701438848921,3714.1726618705043,1770.5143884892086,0.0,0.0,2048.0,2018-09-09,841,78251661,0.6904109589041096
50,20180914T102019_20180914T102014_T32UPA,2351.802158273382,18.97482014388489,2538.2410071942445,1936.0647482014385,2214.1115107913674,1956.780575539568,1949.3129496402885,1985.1690647482012,2298.741007194245,2513.3489208633096,2481.9532374100722,2620.053956834532,685.3884892086331,0.0,0.0,1024.0,2018-09-14,841,78251661,0.7041095890410959
51,20180919T102021_20180919T102018_T32UPA,1419.1834532374105,10.435251798561152,2924.100719424461,1896.093525179856,1201.4280575539572,1158.3381294964026,1240.723021582734,1433.8417266187053,2005.4172661870507,2314.503597122302,2222.6834532374105,2582.3812949640287,443.9424460431656,0.0,0.0,0.0,2018-09-19,841,78251661,0.7178082191780822
52,20180924T102019_20180924T102602_T32UPA,1845.3345323741007,28.41007194244604,709.5179856115109,490.4676258992807,1513.1798561151081,1201.6043165467627,1073.611510791367,1116.1438848920866,1307.3453237410076,1434.7769784172665,1311.1330935251801,1427.6330935251801,531.4136690647483,0.0,0.0,0.0,2018-09-24,841,78251661,0.7315068493150685
53,20180929T102021_20180929T102019_T32UPA,1400.0035971223022,66.48561151079139,2822.8381294964033,1963.3165467625906,1202.5935251798562,1176.492805755396,1247.7050359712232,1525.6187050359713,2220.5251798561153,2473.05035971223,2479.701438848921,2749.5251798561158,1119.589928057554,0.0,0.0,0.0,2018-09-29,841,78251661,0.7452054794520548
54,20181004T102019_20181004T102018_T32UPA,1392.478417266187,10.510791366906476,2785.428057553957,1832.1223021582737,1146.2769784172665,1097.2266187050361,1114.8561151079139,1405.474820143885,2104.964028776979,2445.406474820144,2388.794964028777,2718.6366906474827,636.6366906474819,0.0,0.0,0.0,2018-10-04,841,78251661,0.7589041095890411
55,20181009T102021_20181009T102559_T32UPA,3305.1762589928057,1325.7446043165469,2570.6834532374105,2167.6726618705043,3034.356115107914,2808.1870503597124,2864.535971223022,3110.3776978417272,3697.0719424460435,3993.1690647482014,3871.446043165469,4186.4064748201445,2513.0827338129493,0.0,0.0,1024.0,2018-10-09,841,78251661,0.7726027397260274
56,20181014T102019_20181014T102627_T32UPA,1441.2374100719428,14.766187050359713,2992.4820143884886,2005.1618705035971,1199.1654676258993,1145.2446043165469,1217.3956834532376,1463.6618705035974,2101.8848920863315,2447.7661870503603,2411.017985611511,2729.147482014389,701.8776978417267,0.0,0.0,0.0,2018-10-14,841,78251661,0.7863013698630137
57,20181019T102031_20181019T102029_T32UPA,4551.435251798561,22.586330935251798,4457.384892086332,3822.3920863309363,4438.996402877698,4142.776978417266,4454.593525179857,4540.888489208634,4824.431654676259,4982.237410071944,4623.258992805756,5105.025179856115,1954.4892086330938,0.0,0.0,1024.0,2018-10-19,841,78251661,0.8
58,20181024T102059_20181024T102428_T32UPA,1467.6654676258993,8.489208633093526,572.5755395683453,331.99640287769785,1030.2589928057553,704.0827338129496,511.8309352517986,526.1474820143884,677.8453237410072,771.4820143884892,672.0503597122304,808.6906474820145,226.15107913669064,0.0,0.0,0.0,2018-10-24,841,78251661,0.8136986301369863
59,20181029T102131_20181029T102131_T32UPA,5457.928057553958,616.5071942446045,3899.276978417266,3271.654676258993,5236.755395683454,4757.953237410074,5100.276978417267,5114.352517985612,5378.920863309353,5661.906474820145,5246.571942446044,5770.895683453238,2062.758992805756,0.0,0.0,1024.0,2018-10-29,841,78251661,0.8273972602739726
60,20181103T102159_20181103T102338_T32UPA,4462.920863309353,269.9460431654676,2972.8561151079134,1967.615107913669,4101.751798561152,3684.190647482015,3756.94964028777,3808.4748201438847,4051.3309352517986,4203.420863309353,4096.11510791367,4331.971223021584,2000.2050359712232,0.0,0.0,1024.0,2018-11-03,841,78251661,0.8410958904109589
61,20181108T102231_20181108T102225_T32UPA,5181.017985611512,208.863309352518,3972.363309352519,3043.8525179856115,4982.359712230216,4581.028776978416,4851.410071942447,4967.802158273382,5225.920863309353,5448.812949640289,5188.039568345324,5592.212230215828,2556.377697841727,0.0,0.0,1024.0,2018-11-08,841,78251661,0.8547945205479452
62,20181118T102311_20181118T102312_T32UPA,1589.8021582733816,20.769784172661872,2705.992805755396,1853.6762589928062,1277.248201438849,1117.9172661870502,1121.4172661870502,1434.5755395683457,2099.262589928058,2375.507194244605,2365.428057553957,2642.169064748202,1068.4460431654677,0.0,0.0,0.0,2018-11-18,841,78251661,0.8821917808219178
63,20181123T102339_20181123T102334_T32UPA,4767.341726618705,22.460431654676267,4251.298561151079,3647.6438848920866,4410.446043165468,3821.1294964028784,4108.187050359713,4143.107913669065,4350.384892086331,4559.712230215827,4258.676258992807,4682.8165467625895,1426.81654676259,0.0,0.0,1024.0,2018-11-23,841,78251661,0.8958904109589041
64,20181128T102351_20181128T102346_T32UPA,1785.406474820144,83.16187050359713,1996.7014388489213,1354.0683453237414,1470.5539568345328,1161.0503597122306,1088.7769784172665,1317.9316546762593,1822.8381294964029,2027.4352517985615,2053.5431654676267,2221.446043165468,1021.6007194244604,0.0,0.0,0.0,2018-11-28,841,78251661,0.9095890410958904
65,20181203T102359_20181203T102604_T32UPA,3550.097122302159,19.791366906474824,3013.223021582734,2199.5827338129493,3602.4460431654675,3164.4856115107923,3410.888489208633,3441.9748201438847,3753.118705035972,4002.0107913669067,3749.7230215827344,4138.528776978418,856.3812949640288,0.0,0.0,1024.0,2018-12-03,841,78251661,0.9232876712328767
66,20181208T102401_20181208T102407_T32UPA,5745.334532374101,1280.0719424460435,4202.705035971224,2943.6402877697838,6587.435251798562,5935.10071942446,6376.316546762591,6527.0755395683445,6510.661870503597,6418.323741007193,7175.834532374101,6233.374100719427,3751.856115107914,0.0,0.0,1024.0,2018-12-08,841,78251661,0.936986301369863
67,20181213T102419_20181213T102422_T32UPA,8105.388489208634,269.76618705035975,10250.482014388492,9688.870503597123,8195.91366906475,7936.669064748202,9616.838129496402,10221.187050359715,10630.223021582735,10999.197841726622,10058.010791366907,11441.762589928057,6600.392086330938,0.0,0.0,1024.0,2018-12-13,841,78251661,0.9506849315068493
68,20181218T102431_20181218T102426_T32UPA,3934.960431654677,100.32374100719427,2148.7769784172665,1734.496402877698,3283.1618705035976,2691.1474820143885,2670.021582733813,2729.428057553957,2877.388489208633,2963.1330935251813,2663.8812949640287,2992.284172661871,1373.7374100719423,0.0,0.0,1024.0,2018-12-18,841,78251661,0.9643835616438357
69,20181223T102429_20181223T102536_T32UPA,4711.205035971223,1511.2410071942447,2418.3992805755397,2205.586330935252,4409.233812949641,3873.935251798561,4156.5,4336.334532374101,4556.895683453239,4664.733812949641,4549.071942446044,4741.453237410074,3206.8165467625904,0.0,0.0,1024.0,2018-12-23,841,78251661,0.9780821917808219
70,20181228T102431_20181228T102427_T32UPA,4669.035971223022,32.74820143884892,5261.8309352518,4359.982014388489,4555.6294964028775,4166.298561151079,4737.388489208633,4927.3093525179875,5258.395683453239,5496.9784172661875,5206.143884892087,5750.161870503597,1730.4712230215825,0.0,0.0,1024.0,2018-12-28,841,78251661,0.9917808219178083
