,Unnamed: 0,Unnamed: 0.1,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
10,10,20180127T102259_20180127T102314_T32UPA,4947.627674418604,46.59883720930233,4359.062325581396,3721.903488372094,4619.587906976746,4102.274418604651,4484.244418604652,4638.577209302326,4888.078372093023,5102.516744186049,4790.456744186046,5268.223255813954,2234.970930232559,0.0,0.0,1024.0,2018-01-27,451,74526670,0.07397260273972603
11,11,20180129T101251_20180129T101247_T32UPA,5920.139534883722,80.34441860465118,3028.692558139535,2048.972325581395,5359.71069767442,4731.28581395349,5018.897906976745,5099.161162790699,5189.526279069769,5338.424418604652,4904.30534883721,5421.996046511627,2253.639069767442,0.0,0.0,1024.0,2018-01-29,451,74526670,0.07945205479452055
12,12,20180201T102241_20180201T102237_T32UPA,7212.075581395352,2535.249302325581,2594.246511627908,2876.8900000000012,6944.57069767442,6141.435348837211,6745.290232558141,7064.499534883723,7167.795116279071,7294.759767441861,7217.928837209304,7321.882558139536,5962.502325581397,0.0,0.0,1024.0,2018-02-01,451,74526670,0.08767123287671233
13,13,20180203T101219_20180203T101237_T32UPA,4722.486976744187,131.90860465116282,2145.5451162790696,1582.5695348837216,4122.349069767442,3428.0223255813958,3527.972093023257,3622.774883720932,3692.237906976744,3775.717441860466,3540.508837209303,3801.8653488372106,1941.5609302325586,0.0,0.0,1024.0,2018-02-03,451,74526670,0.09315068493150686
14,14,20180206T102209_20180206T102206_T32UPA,3399.558139534884,366.4044186046512,1517.8044186046516,1417.798139534884,3157.042325581397,2747.417441860466,2876.684883720931,3090.912093023256,3461.987441860465,3633.1853488372094,3524.703953488372,3759.764883720931,1838.4344186046512,0.0,0.0,1024.0,2018-02-06,451,74526670,0.10136986301369863
15,15,20180208T101151_20180208T101153_T32UPA,4121.432558139535,30.100000000000005,3447.1551162790706,3216.9386046511627,3886.928139534884,3395.452790697676,3621.404883720932,3823.747906976745,4101.562790697674,4277.093255813954,4194.448372093024,4401.76069767442,1899.1723255813959,0.0,0.0,1024.0,2018-02-08,451,74526670,0.10684931506849316
16,16,20180211T102141_20180211T102559_T32UPA,3197.1686046511627,254.6244186046512,1851.6337209302328,1289.5367441860471,2859.512790697674,2411.5404651162794,2481.8639534883723,2673.028139534884,2967.723255813953,3121.947674418605,3007.740697674419,3253.338604651164,1419.160930232559,0.0,0.0,1024.0,2018-02-11,451,74526670,0.11506849315068493
17,17,20180213T101119_20180213T101559_T32UPA,2146.343488372093,19.8093023255814,1983.8386046511632,1239.5820930232558,1777.4911627906977,1519.7867441860467,1541.8195348837216,1940.1009302325585,2484.8220930232565,2763.5937209302333,2837.398139534884,3165.407906976745,1456.939767441861,0.0,0.0,0.0,2018-02-13,451,74526670,0.12054794520547946
18,18,20180216T102059_20180216T102601_T32UPA,6506.501627906978,59.615116279069774,4648.377209302327,3442.8432558139534,6247.101162790699,5602.926511627907,6132.593720930236,6294.13,6446.47162790698,6605.627441860466,6391.626976744187,6709.750000000003,3218.918372093023,0.0,0.0,1024.0,2018-02-16,451,74526670,0.12876712328767123
19,19,20180218T101051_20180218T101313_T32UPA,1804.9534883720933,18.425813953488365,2168.1020930232557,1272.119534883721,1414.3904651162795,1188.974418604651,1208.2604651162794,1595.5274418604654,2069.406279069768,2354.7134883720937,2428.159534883721,2720.87511627907,1325.3051162790696,0.0,0.0,0.0,2018-02-18,451,74526670,0.13424657534246576
20,20,20180221T102031_20180221T102033_T32UPA,1619.9879069767444,23.47,2406.131395348837,1562.532325581396,1337.5000000000005,1174.1895348837206,1230.2700000000002,1600.0697674418616,2039.551860465117,2286.743255813953,2381.055813953489,2634.887674418605,1504.0295348837212,0.0,0.0,0.0,2018-02-21,451,74526670,0.14246575342465753
21,21,20180223T101019_20180223T101508_T32UPA,1686.221162790698,36.849534883720935,3055.0355813953497,2109.9104651162797,1377.754651162791,1193.5334883720932,1275.7627906976745,1632.6004651162796,2075.339069767443,2305.104651162791,2431.7830232558154,2684.294186046512,1525.5679069767443,0.0,0.0,0.0,2018-02-23,451,74526670,0.14794520547945206
22,22,20180226T102019_20180226T102050_T32UPA,1954.9586046511636,150.96813953488373,1729.4081395348846,1167.4134883720933,1690.6948837209304,1362.400465116279,1404.176046511628,1559.8751162790695,1769.553023255814,1856.02,1934.3367441860464,1991.411627906977,1352.3818604651165,0.0,0.0,0.0,2018-02-26,451,74526670,0.15616438356164383
23,23,20180228T101021_20180228T101021_T32UPA,1809.1434883720929,43.54302325581397,3362.6958139534886,2423.2260465116283,1484.1851162790701,1241.588372093023,1375.7334883720935,1707.4651162790703,2086.0216279069773,2334.4541860465115,2449.279302325581,2697.499069767443,1685.3627906976749,0.0,0.0,0.0,2018-02-28,451,74526670,0.16164383561643836
24,24,20180303T102021_20180303T102019_T32UPA,7073.132790697676,194.28511627906985,6119.870465116279,4973.768837209303,7064.176976744187,6339.275581395352,7014.736279069769,7295.441860465117,7476.533488372093,7659.118604651165,7579.233720930233,7768.323720930234,4193.200697674421,0.0,0.0,1024.0,2018-03-03,451,74526670,0.16986301369863013
25,25,20180305T101019_20180305T101315_T32UPA,3200.458372093023,973.3958139534888,2336.5197674418605,1890.0709302325574,2934.546976744187,2573.8372093023268,2679.5967441860466,2910.5555813953492,3190.4265116279075,3363.7858139534887,3407.414651162791,3575.1695348837206,2333.5432558139537,0.0,0.0,1024.0,2018-03-05,451,74526670,0.17534246575342466
26,26,20180308T102019_20180308T102241_T32UPA,4602.7958139534885,320.16000000000014,3253.821162790698,2505.679534883721,4529.84558139535,3925.61511627907,4069.5593023255824,4121.818604651164,4171.832558139537,4210.038604651163,4305.297906976745,4227.68,2455.7730232558138,0.0,0.0,1024.0,2018-03-08,451,74526670,0.18356164383561643
27,27,20180310T101021_20180310T101020_T32UPA,2880.9576744186047,424.5688372093024,2549.516046511629,2113.2848837209303,2553.4802325581404,2257.9716279069776,2349.9020930232564,2525.428604651163,2775.3441860465114,2941.4769767441853,2855.804883720931,3122.705581395351,1575.2658139534888,0.0,0.0,1024.0,2018-03-10,451,74526670,0.18904109589041096
28,28,20180313T102021_20180313T102540_T32UPA,8808.644651162791,50.98093023255814,4796.115813953487,3177.479767441861,9165.87488372093,8415.946279069767,9129.558139534887,9262.613488372095,9350.696744186049,9543.92906976744,9601.51093023256,9583.462093023258,4347.14534883721,0.0,0.0,1024.0,2018-03-13,451,74526670,0.19726027397260273
29,29,20180315T101019_20180315T101038_T32UPA,1442.7967441860474,20.763953488372085,2246.088604651163,1386.9339534883725,1206.7686046511628,1075.448139534884,1248.269069767442,1553.380930232559,1865.513488372093,2106.977441860465,2245.1758139534886,2507.297209302326,1290.2553488372098,0.0,0.0,0.0,2018-03-15,451,74526670,0.20273972602739726
30,30,20180318T102019_20180318T102016_T32UPA,7008.536046511628,1876.4348837209304,3225.4239534883727,3188.220000000001,6799.116511627908,6216.773488372092,6728.534186046511,6932.370465116281,7109.449767441864,7253.909534883722,7152.460232558141,7350.113255813955,5150.153720930233,0.0,0.0,1024.0,2018-03-18,451,74526670,0.21095890410958903
31,31,20180320T101021_20180320T101021_T32UPA,4647.465813953489,144.3260465116279,3696.8627906976753,2871.0346511627918,4410.643720930232,3960.5446511627915,4337.721860465117,4561.934651162793,4750.03046511628,4927.270697674419,4845.107906976745,5053.17534883721,2850.246046511629,0.0,0.0,1024.0,2018-03-20,451,74526670,0.21643835616438356
32,32,20180323T102021_20180323T102021_T32UPA,7511.334883720931,192.52139534883722,5239.244186046513,3926.6213953488373,7303.546744186048,6701.678837209304,7219.502093023256,7374.221395348839,7484.66046511628,7663.186744186049,7428.929069767441,7716.749302325584,4289.462093023255,0.0,0.0,1024.0,2018-03-23,451,74526670,0.22465753424657534
33,33,20180325T101019_20180325T101511_T32UPA,1532.5130232558151,19.973488372093023,2996.466279069768,2064.189302325582,1317.9541860465115,1200.0834883720931,1366.2781395348836,1663.9190697674414,1985.1741860465127,2214.2665116279068,2323.4132558139536,2585.057906976745,1237.3809302325585,0.0,0.0,0.0,2018-03-25,451,74526670,0.23013698630136986
34,34,20180328T102019_20180328T102018_T32UPA,8533.297674418607,395.0765116279071,3549.915348837209,2521.2776744186044,8273.809534883721,7601.537906976746,8191.347209302326,8122.1874418604675,8259.553720930235,8561.607441860468,8088.508837209304,8634.401860465117,3532.2283720930245,0.0,0.0,1024.0,2018-03-28,451,74526670,0.23835616438356164
35,35,20180330T101021_20180330T101620_T32UPA,1699.416511627907,134.18023255813952,3074.874186046512,2085.5988372093025,1513.6481395348835,1405.0883720930233,1573.0762790697675,1897.9848837209304,2310.701860465117,2592.8646511627912,2643.657906976745,2962.4990697674425,1252.5400000000004,0.0,0.0,2048.0,2018-03-30,451,74526670,0.24383561643835616
36,36,20180402T102021_20180402T102435_T32UPA,7441.439069767443,53.740232558139546,6491.8067441860485,5187.062325581395,7690.450000000003,7285.600465116278,7918.609767441862,8062.483255813955,8199.350232558141,8348.561162790696,8359.415116279071,8404.915348837212,4173.462093023255,0.0,0.0,1024.0,2018-04-02,451,74526670,0.25205479452054796
37,37,20180404T101019_20180404T101021_T32UPA,3400.1013953488373,582.1946511627907,2696.812093023256,2292.3648837209303,2812.760697674419,2619.096046511629,2803.163953488373,3039.2886046511626,3349.2895348837205,3569.3093023255824,3214.473023255814,3745.55046511628,2250.1023255813957,0.0,0.0,1024.0,2018-04-04,451,74526670,0.25753424657534246
38,38,20180407T102019_20180407T102020_T32UPA,1256.2109302325582,60.22302325581396,2990.6918604651173,2030.6109302325585,1125.9283720930239,1089.2658139534883,1211.6727906976746,1530.3681395348838,1991.4160465116288,2243.978604651164,2381.5774418604656,2612.9225581395362,1529.4381395348835,0.0,0.0,0.0,2018-04-07,451,74526670,0.26575342465753427
39,39,20180409T101031_20180409T101343_T32UPA,4085.7669767441857,2312.826976744186,2379.354186046512,2249.9874418604645,3732.6376744186055,3478.149534883722,3600.8418604651165,3853.657209302328,4215.666279069769,4400.854651162791,4315.342558139535,4510.704418604652,3594.879302325582,0.0,0.0,1024.0,2018-04-09,451,74526670,0.27123287671232876
40,40,20180412T102021_20180412T102024_T32UPA,1525.6293023255819,291.6813953488372,2359.8627906976744,1546.6748837209304,1395.4762790697678,1269.3018604651165,1253.1083720930235,1525.8483720930233,2117.8230232558144,2391.836511627908,2421.888604651164,2667.5548837209303,1082.5172093023257,0.0,0.0,2048.0,2018-04-12,451,74526670,0.27945205479452057
41,41,20180414T101019_20180414T101536_T32UPA,1513.4904651162792,19.97953488372093,3227.9974418604656,1946.3225581395345,1292.3030232558149,1237.9234883720928,1237.3260465116286,1655.6079069767443,2547.4072093023256,2987.1181395348835,3054.2397674418607,3463.7267441860467,1210.821627906977,0.0,0.0,0.0,2018-04-14,451,74526670,0.28493150684931506
42,42,20180417T102019_20180417T102021_T32UPA,2649.4572093023253,239.95441860465118,3162.8667441860466,2329.858604651163,2785.572325581396,2599.3869767441865,2594.2532558139537,2729.6902325581405,3199.9972093023266,3391.671627906977,3609.9751162790694,3463.0369767441857,1722.3581395348847,0.0,0.0,586.0613953488373,2018-04-17,451,74526670,0.29315068493150687
43,43,20180419T101031_20180419T101457_T32UPA,1328.1427906976746,14.297674418604656,2701.7613953488376,1562.3513953488375,1094.7523255813958,1049.661162790698,918.10511627907,1345.4627906976748,2381.256511627907,2781.4241860465117,2792.622325581395,3121.877906976745,1344.1779069767442,0.0,0.0,0.0,2018-04-19,451,74526670,0.29863013698630136
44,44,20180422T102031_20180422T102115_T32UPA,1469.9851162790703,29.298837209302324,2652.398837209302,1460.219069767442,1223.5018604651164,1132.0255813953488,958.8897674418608,1339.1704651162793,2592.040697674418,3106.35511627907,3059.536046511628,3491.869534883721,940.529534883721,0.0,0.0,0.0,2018-04-22,451,74526670,0.30684931506849317
45,45,20180424T101029_20180424T101526_T32UPA,2319.771627906977,389.40744186046516,1604.3553488372095,1093.6032558139536,2024.2446511627913,1793.8944186046515,1622.7044186046514,1841.3453488372093,2609.8932558139536,2926.291860465117,2887.319069767442,3062.5920930232555,1341.3272093023254,0.0,0.0,2048.0,2018-04-24,451,74526670,0.31232876712328766
46,46,20180427T102019_20180427T102022_T32UPA,1086.5506976744189,20.006511627906974,1663.3302325581399,837.2348837209304,851.7688372093028,793.0055813953488,564.3339534883722,918.9513953488375,2158.571627906977,2612.6353488372106,2533.702093023257,2897.2513953488365,1076.576046511628,0.0,0.0,2048.0,2018-04-27,451,74526670,0.32054794520547947
47,47,20180429T101031_20180429T101258_T32UPA,1340.8762790697674,10.325813953488378,2267.727441860465,1113.5976744186048,1112.4039534883723,1081.7441860465117,804.6344186046512,1273.6553488372094,2882.579069767442,3470.934186046511,3357.2372093023273,3828.8432558139534,921.684186046512,0.0,0.0,0.0,2018-04-29,451,74526670,0.32602739726027397
48,48,20180502T102031_20180502T102434_T32UPA,1523.1879069767444,150.43441860465117,2061.0811627906987,1085.4804651162794,1288.3020930232562,1228.0300000000002,958.3772093023256,1419.8483720930233,3172.933255813953,3853.46534883721,3738.419302325582,4206.64069767442,1239.8683720930235,0.0,0.0,2048.0,2018-05-02,451,74526670,0.33424657534246577
49,49,20180504T101029_20180504T101023_T32UPA,1300.8083720930233,12.517674418604654,2045.655581395349,954.7518604651165,1011.2127906976744,972.7123255813956,651.5879069767444,1132.3441860465116,2871.775813953489,3606.644883720931,3506.9086046511634,3981.590465116281,991.3662790697676,0.0,0.0,0.0,2018-05-04,451,74526670,0.33972602739726027
50,50,20180507T102019_20180507T102022_T32UPA,1070.8109302325583,13.007209302325585,1921.0458139534887,875.2997674418608,842.4441860465117,823.8979069767443,525.6632558139534,993.8965116279072,2815.449069767442,3521.7337209302336,3533.9767441860467,3881.8867441860466,1534.5413953488373,0.0,0.0,0.0,2018-05-07,451,74526670,0.34794520547945207
51,51,20180507T102019_20180507T102648_T32UPA,1070.8109302325583,13.007209302325585,1920.7488372093023,875.0344186046514,842.3239534883724,823.6020930232557,525.5802325581395,993.5737209302328,2815.355813953489,3522.310697674419,3534.7086046511627,3882.312325581397,1534.5760465116282,0.0,0.0,0.0,2018-05-07,451,74526670,0.34794520547945207
52,52,20180509T101031_20180509T101621_T32UPA,1319.7269767441855,9.636976744186047,680.5004651162792,286.98906976744183,964.0009302325584,750.4234883720932,462.23720930232565,643.8948837209305,1512.0225581395352,1853.812790697675,1757.4716279069773,1941.082558139535,474.65604651162806,0.0,0.0,0.0,2018-05-09,451,74526670,0.35342465753424657
53,53,20180512T102031_20180512T102148_T32UPA,2101.941395348838,14.847209302325584,2827.349069767442,1650.906511627907,2169.530465116279,1993.7830232558144,1795.0979069767443,2108.0448837209306,3571.532558139535,4227.2816279069775,4187.35,4526.8720930232585,1213.1276744186048,0.0,0.0,0.0,2018-05-12,451,74526670,0.36164383561643837
54,54,20180514T101029_20180514T101052_T32UPA,1275.7720930232565,10.2446511627907,2089.317674418605,922.9383720930234,985.7183720930237,947.6334883720932,599.0779069767442,1103.4206976744188,3100.759069767443,3987.087441860466,3925.975813953489,4427.567441860464,1171.375581395349,0.0,0.0,0.0,2018-05-14,451,74526670,0.36712328767123287
55,55,20180517T102019_20180517T102209_T32UPA,6359.3746511627905,2306.927209302325,2735.413488372093,2654.4453488372096,6122.966279069769,5675.0458139534885,5930.662093023258,5989.9397674418615,6259.973023255816,6508.646976744187,6315.159069767444,6596.264651162793,4269.488372093025,0.0,0.0,1024.0,2018-05-17,451,74526670,0.37534246575342467
56,56,20180519T101031_20180519T101207_T32UPA,2388.659302325581,279.68395348837214,2345.6023255813957,1495.41023255814,2018.459302325582,1859.5374418604647,1663.4144186046522,2074.1025581395347,3665.7055813953502,4338.7669767441885,4236.147906976745,4679.093953488372,1728.8909302325585,0.0,0.0,2048.0,2018-05-19,451,74526670,0.38082191780821917
57,57,20180522T102031_20180522T102025_T32UPA,1210.0323255813953,71.62767441860464,1941.905581395349,888.2686046511627,997.9130232558143,934.6627906976746,617.7660465116281,1095.0313953488373,3013.184418604652,3796.5423255813957,3737.809767441861,4184.141395348838,1275.9958139534886,0.0,0.0,0.0,2018-05-22,451,74526670,0.38904109589041097
58,58,20180524T101019_20180524T101022_T32UPA,10312.37604651163,313.90395348837217,4526.343720930233,3133.6169767441866,10144.381860465115,9642.006279069768,10211.753488372093,10193.736744186046,10296.658372093028,10656.222325581397,10207.613488372095,10791.255116279071,4693.7030232558145,0.0,0.0,1024.0,2018-05-24,451,74526670,0.39452054794520547
59,59,20180529T101031_20180529T101225_T32UPA,1324.2674418604652,11.115348837209305,2110.8974418604653,898.6925581395349,1016.9600000000003,966.5058139534883,615.5423255813953,1114.7193023255816,3068.687209302325,3889.997209302325,3717.7113953488383,4339.199534883724,732.7202325581396,0.0,0.0,0.0,2018-05-29,451,74526670,0.40821917808219177
60,60,20180601T102021_20180601T102024_T32UPA,2207.6886046511627,15.180930232558145,1863.5560465116287,1372.2176744186047,1700.6348837209302,1534.2604651162796,1387.3955813953492,1605.6995348837213,2605.477906976744,3109.160930232559,2697.199302325581,3348.051162790698,652.2172093023257,0.0,0.0,0.0,2018-06-01,451,74526670,0.41643835616438357
61,61,20180603T101019_20180603T101329_T32UPA,5882.143255813951,127.18511627906985,5772.233720930233,4774.734186046513,5598.217441860466,5458.307906976746,5815.960232558141,6120.8188372093055,6851.77069767442,7441.897209302328,6805.476511627908,7860.590000000001,3180.860697674419,0.0,0.0,1024.0,2018-06-03,451,74526670,0.42191780821917807
62,62,20180606T102019_20180606T102512_T32UPA,2552.4746511627914,18.615348837209307,3076.056046511629,1905.5681395348847,1742.8546511627912,1726.99023255814,1611.8953488372094,2038.398372093024,3701.879302325582,4546.080232558141,4203.878372093023,5061.8076744186055,1455.9248837209304,0.0,0.0,820.8669767441862,2018-06-06,451,74526670,0.4301369863013699
63,63,20180608T101021_20180608T101024_T32UPA,3577.8960465116284,164.74860465116282,3506.8860465116277,2779.1490697674426,3187.8223255813955,3007.272558139536,3107.9776744186047,3327.914186046512,4173.701162790699,4659.13558139535,4287.933488372095,4901.917674418607,1515.120930232559,0.0,0.0,2048.0,2018-06-08,451,74526670,0.43561643835616437
64,64,20180611T102021_20180611T102634_T32UPA,9771.112558139539,5899.130697674419,2578.82,3124.179534883721,9592.263023255815,9107.586511627907,9529.642325581397,9789.456511627908,9812.126279069771,9898.93046511628,9840.796744186053,9822.24627906977,9455.454651162789,0.0,0.0,1024.0,2018-06-11,451,74526670,0.4438356164383562
65,65,20180613T101019_20180613T101424_T32UPA,6486.568604651165,135.5918604651163,5782.577906976746,4618.640930232559,6205.132790697677,5896.433023255814,6248.308837209303,6353.324418604652,6736.131395348839,7159.092790697677,6832.253953488372,7377.465813953491,2767.762790697676,0.0,0.0,1024.0,2018-06-13,451,74526670,0.44931506849315067
66,66,20180616T102019_20180616T102021_T32UPA,7007.883023255816,287.46372093023257,5436.008139534884,4437.236279069769,6770.991395348838,6457.867441860466,6886.454418604654,7057.346976744188,7437.463953488374,7775.008372093025,7319.933255813954,8029.052093023258,4534.675348837208,0.0,0.0,1024.0,2018-06-16,451,74526670,0.4575342465753425
67,67,20180618T101021_20180618T101024_T32UPA,1287.8679069767447,9.017209302325584,1411.3725581395356,638.9420930232561,926.9167441860468,802.104651162791,500.8920930232558,859.0041860465117,2148.8858139534896,2651.047209302326,2456.368139534884,2968.0400000000004,703.7467441860466,0.0,0.0,0.0,2018-06-18,451,74526670,0.46301369863013697
68,68,20180621T102021_20180621T102316_T32UPA,3521.137906976745,1371.95,2084.9739534883724,1819.9818604651168,3183.3783720930232,2958.643023255814,2955.226046511629,3166.950000000001,3787.822558139535,4128.43046511628,3946.689302325582,4280.250232558141,2657.618139534884,0.0,0.0,1024.0,2018-06-21,451,74526670,0.4712328767123288
69,69,20180623T101029_20180623T101139_T32UPA,9398.552558139534,76.12906976744189,5746.334883720931,4319.384651162793,9246.01558139535,8719.424651162792,9260.652093023256,9242.597674418603,9333.632325581397,9681.107906976747,9271.546511627908,9826.143023255814,3845.235116279071,0.0,0.0,1024.0,2018-06-23,451,74526670,0.4767123287671233
70,70,20180626T102019_20180626T102626_T32UPA,7727.972790697677,32.3786046511628,5209.790930232559,3376.98,7613.985348837211,7256.889534883723,7693.136976744186,7669.923720930233,7897.112558139538,8220.7111627907,7857.08953488372,8363.553488372094,3193.447441860466,0.0,0.0,1024.0,2018-06-26,451,74526670,0.4849315068493151
71,71,20180628T101031_20180628T101358_T32UPA,3499.596511627907,301.7558139534885,2272.9274418604664,1681.5781395348847,3170.4981395348855,2852.550465116279,2768.111627906977,2900.464186046513,3509.799302325582,3851.803953488373,3701.1181395348854,4048.2895348837214,1479.2595348837212,0.0,0.0,1024.0,2018-06-28,451,74526670,0.4904109589041096
72,72,20180701T102021_20180701T102404_T32UPA,1155.9665116279073,12.305581395348838,2872.475813953489,1536.2630232558142,989.643023255814,982.5730232558141,842.0583720930236,1365.9874418604657,2487.987674418605,2984.9276744186045,3087.703255813954,3495.1416279069767,1429.1337209302328,0.0,0.0,0.0,2018-07-01,451,74526670,0.4986301369863014
73,73,20180703T101029_20180703T101023_T32UPA,1224.6011627906985,16.686279069767444,3008.4872093023273,1666.7706976744196,1011.0288372093024,1011.022558139535,905.6018604651164,1438.2776744186044,2521.266976744186,2996.777674418607,3143.867441860465,3536.2432558139544,1622.9055813953494,0.0,0.0,0.0,2018-07-03,451,74526670,0.5041095890410959
74,74,20180706T102019_20180706T102022_T32UPA,1280.5265116279072,13.173023255813956,2383.5251162790705,1188.3160465116275,1052.134651162791,964.3158139534886,925.1565116279072,1226.4106976744188,1939.151860465117,2356.111860465117,2359.4311627906986,2804.821395348837,619.7565116279071,0.0,0.0,0.0,2018-07-06,451,74526670,0.5123287671232877
75,75,20180708T101031_20180708T101025_T32UPA,1966.160465116279,35.03511627906977,3635.2469767441853,2309.880930232558,1852.6946511627912,1796.8132558139534,1859.01,2226.347674418605,3143.204418604652,3598.4555813953493,3611.893255813954,4039.142790697676,1271.9379069767444,0.0,0.0,0.0,2018-07-08,451,74526670,0.5178082191780822
76,76,20180711T102021_20180711T102024_T32UPA,8343.98093023256,431.1486046511629,3986.8339534883735,2958.746976744187,8410.390000000001,7833.529534883722,8262.128372093024,8378.44674418605,8422.442790697674,8564.865116279072,8456.433953488375,8490.63604651163,5124.679302325582,0.0,0.0,1024.0,2018-07-11,451,74526670,0.5260273972602739
77,77,20180713T101029_20180713T101023_T32UPA,1435.2448837209308,11.923488372093024,3313.2932558139532,1913.7776744186046,1182.648604651163,1123.819069767442,1141.0004651162792,1500.1023255813952,2246.2116279069764,2696.981395348838,2705.016744186047,3192.625116279069,713.1306976744188,0.0,0.0,0.0,2018-07-13,451,74526670,0.5315068493150685
78,78,20180716T102019_20180716T102549_T32UPA,5457.732790697675,345.21697674418607,4382.69581395349,3704.931860465116,5479.592325581396,5154.205116279069,5414.119767441862,5486.8337209302335,5806.342790697676,6083.786279069767,6022.403953488371,6242.8193023255835,3043.932325581396,0.0,0.0,1024.0,2018-07-16,451,74526670,0.5397260273972603
79,79,20180718T101031_20180718T101539_T32UPA,1427.047209302326,28.07790697674419,828.4490697674423,473.5755813953489,1065.0134883720934,815.1139534883722,600.8167441860468,682.0681395348837,1025.2267441860467,1159.336976744186,1154.3823255813957,1239.7713953488374,336.67139534883734,0.0,0.0,0.0,2018-07-18,451,74526670,0.5452054794520548
80,80,20180721T102021_20180721T102024_T32UPA,9005.343255813956,1407.4213953488377,3503.785581395348,3101.7293023255825,8692.950930232559,8233.342790697678,8738.607906976744,8824.341162790695,8933.17093023256,9176.770930232562,8806.20093023256,9201.828604651166,5979.635348837211,0.0,0.0,1024.0,2018-07-21,451,74526670,0.5534246575342465
81,81,20180723T101019_20180723T101036_T32UPA,7258.595813953491,699.5162790697675,5259.78441860465,3910.922325581396,6922.709302325582,6704.106976744187,7167.9009302325585,7381.210232558141,7547.3513953488355,7774.908604651162,7404.725581395352,7931.4002325581405,5190.672325581397,0.0,0.0,1024.0,2018-07-23,451,74526670,0.5589041095890411
82,82,20180726T102019_20180726T102150_T32UPA,1181.058139534884,12.153023255813956,2775.6772093023246,1504.368837209303,968.9369767441864,918.5362790697676,808.0553488372095,1137.7853488372093,2138.03,2598.99,2586.6751162790697,2995.2509302325598,731.7362790697673,0.0,0.0,0.0,2018-07-26,451,74526670,0.5671232876712329
