,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id
20180318T102019_20180318T102016_T32UPA,5344.771844660193,685.9223300970874,1766.0631067961158,1621.9093851132686,5225.962783171522,4724.553398058251,5065.061488673139,5222.069579288027,5492.846278317151,5657.922330097087,5508.446601941748,5775.375404530743,2981.208737864077,0.0,0.0,1024.0,2018-03-18,590,77770412
20180323T102021_20180323T102021_T32UPA,6317.841423948219,202.55339805825238,5283.257281553398,4465.51779935275,6012.338187702264,5505.331715210355,5930.3899676375395,6085.5,6218.211974110032,6378.242718446602,6248.388349514562,6504.582524271845,3697.3948220064717,0.0,0.0,1024.0,2018-03-23,590,77770412
20180328T102019_20180328T102018_T32UPA,7483.533980582523,272.16666666666663,4538.019417475728,3219.909385113268,7434.521035598703,6820.991909385112,7293.765372168283,7269.718446601939,7386.92556634304,7615.46278317152,7447.454692556634,7685.331715210355,3115.2637540453065,0.0,0.0,1024.0,2018-03-28,590,77770412
20180402T102021_20180402T102435_T32UPA,1889.0938511326858,15.058252427184467,1490.5954692556634,1136.168284789644,1409.2588996763754,1188.205501618123,1183.108414239482,1305.7071197411003,1559.5873786407767,1715.4061488673135,1464.2362459546923,1850.8802588996764,798.5485436893202,0.0,0.0,0.0,2018-04-02,590,77770412
20180407T102019_20180407T102020_T32UPA,1231.8446601941746,43.668284789644005,1860.1779935275079,1544.537216828479,1020.9919093851132,972.373786407767,1084.3608414239482,1246.019417475728,1429.9530744336569,1527.7362459546923,1492.266990291262,1634.7281553398054,1065.2524271844661,0.0,0.0,0.0,2018-04-07,590,77770412
20180412T102021_20180412T102024_T32UPA,1280.5954692556634,81.71521035598705,1348.1844660194174,983.0080906148864,1049.234627831715,910.472491909385,925.6262135922328,1048.4288025889966,1266.8754045307442,1396.1877022653719,1351.294498381877,1471.7313915857603,613.3996763754045,0.0,0.0,0.0,2018-04-12,590,77770412
20180417T102019_20180417T102021_T32UPA,6056.504854368931,646.6666666666666,6382.71359223301,5564.944983818769,5944.008090614887,5785.275080906148,6245.313915857605,6470.873786407766,6734.734627831715,6910.009708737863,6731.255663430421,7073.474110032363,4765.600323624595,0.0,0.0,1024.0,2018-04-17,590,77770412
20180422T102031_20180422T102115_T32UPA,8319.343042071196,464.7411003236245,7409.826860841424,5579.323624595469,8400.05987055016,8258.610032362458,9060.291262135923,9285.221682847894,9557.412621359223,9800.52427184466,9664.820388349513,9974.088996763752,6271.084142394821,0.0,0.0,1024.0,2018-04-22,590,77770412
20180427T102019_20180427T102022_T32UPA,1316.711974110032,96.39482200647248,2026.8608414239484,1564.2750809061488,1225.3495145631068,1244.0711974110034,1314.0177993527507,1560.0339805825245,2036.6051779935274,2226.9352750809057,2162.4061488673137,2370.186084142395,984.9126213592234,0.0,0.0,0.0,2018-04-27,590,77770412
20180502T102031_20180502T102434_T32UPA,1769.7750809061483,133.7346278317152,2233.017799352751,1698.4207119741097,1703.5970873786407,1711.9789644012942,1747.3543689320388,2070.773462783171,2954.033980582524,3366.584142394822,3197.478964401294,3545.820388349514,1151.9466019417475,0.0,0.0,2048.0,2018-05-02,590,77770412
20180507T102019_20180507T102648_T32UPA,1248.2977346278317,13.870550161812297,2520.9708737864075,1993.7847896440128,1276.6812297734625,1383.0663430420711,1546.0728155339802,1854.4433656957929,2482.119741100323,2725.7977346278312,2647.1618122977347,2851.9012944983815,1202.229773462783,0.0,0.0,0.0,2018-05-07,590,77770412
20180512T102031_20180512T102148_T32UPA,1323.10355987055,12.367313915857604,2102.2621359223294,1547.1165048543685,1147.608414239482,1172.1796116504854,1154.8576051779935,1482.3656957928802,2242.364077669903,2540.1521035598703,2444.5177993527504,2774.7750809061486,816.1245954692556,0.0,0.0,0.0,2018-05-12,590,77770412
20180517T102019_20180517T102209_T32UPA,3642.4741100323618,166.74110032362458,2878.542071197411,2251.694174757281,3273.8624595469255,2993.891585760517,2991.169902912621,3114.451456310679,3822.8689320388344,4282.045307443365,4053.733009708738,4427.571197411003,1537.2022653721683,0.0,0.0,1024.0,2018-05-17,590,77770412
20180522T102031_20180522T102025_T32UPA,1345.514563106796,58.79288025889965,2108.6132686084143,1640.9514563106795,1230.8640776699028,1231.8171521035597,1275.4579288025889,1563.009708737864,2451.8834951456306,2874.6359223300974,2754.059870550161,3064.02427184466,1021.3656957928802,0.0,0.0,0.0,2018-05-22,590,77770412
20180601T102021_20180601T102024_T32UPA,1958.1521035598705,13.715210355987052,2324.02427184466,1610.482200647249,1588.331715210356,1525.0695792880258,1451.1391585760518,1774.4676375404526,2789.977346278317,3440.7847896440126,3093.723300970873,3688.844660194174,816.4692556634303,0.0,0.0,1024.0,2018-06-01,590,77770412
20180606T102019_20180606T102512_T32UPA,1355.490291262136,9.922330097087379,2447.6375404530736,1891.092233009709,1216.757281553398,1207.6326860841423,1241.3252427184464,1555.511326860841,2451.88996763754,2964.807443365695,2835.197411003236,3174.7831715210355,759.3203883495145,0.0,0.0,0.0,2018-06-06,590,77770412
20180611T102021_20180611T102634_T32UPA,10439.555016181228,5900.847896440129,2655.2378640776697,3148.768608414239,10216.577669902912,9821.441747572813,10313.93851132686,10548.621359223302,10562.763754045307,10570.215210355987,10519.061488673138,10438.043689320388,9868.435275080905,0.0,0.0,1024.0,2018-06-11,590,77770412
20180616T102019_20180616T102021_T32UPA,1733.1294498381874,31.80582524271844,1810.4061488673135,1162.5598705501616,1423.496763754045,1269.014563106796,1079.912621359223,1384.4368932038833,2283.533980582524,2754.423948220064,2724.8915857605175,2946.7475728155337,917.6278317152105,0.0,0.0,1024.0,2018-06-16,590,77770412
20180621T102021_20180621T102316_T32UPA,1830.8996763754046,419.16666666666663,1815.7750809061483,1307.071197411003,1696.7508090614883,1604.9482200647249,1478.9676375404529,1797.543689320388,2762.9546925566337,3220.161812297734,3158.0161812297733,3433.9223300970875,1417.941747572815,0.0,0.0,2048.0,2018-06-21,590,77770412
20180626T102019_20180626T102626_T32UPA,8515.705501618122,27.94174757281553,5658.747572815533,3777.0210355987047,8473.78640776699,8053.152103559869,8516.70064724919,8474.521035598706,8624.606796116503,8957.60355987055,8583.857605177991,9073.830097087377,3373.7977346278317,0.0,0.0,1024.0,2018-06-26,590,77770412
20180701T102021_20180701T102404_T32UPA,1148.902912621359,11.792880258899675,2153.346278317152,1493.0841423948218,1048.9482200647246,1111.948220064725,1018.9644012944981,1523.8608414239482,2705.349514563107,3069.9352750809057,2966.771844660194,3368.3964401294493,1249.0728155339805,0.0,0.0,0.0,2018-07-01,590,77770412
20180706T102019_20180706T102022_T32UPA,2370.035598705501,175.58899676375404,2784.886731391585,2017.4854368932042,2241.4951456310678,2107.0258899676373,2013.6585760517796,2285.3932038834946,3264.1019417475723,3794.0889967637545,3761.5566343042074,4135.11003236246,1314.9692556634302,0.0,0.0,0.0,2018-07-06,590,77770412
20180711T102021_20180711T102024_T32UPA,6376.582524271844,125.40291262135919,5326.564724919094,4210.85922330097,6156.592233009707,5872.1262135922325,6317.542071197409,6507.100323624594,6811.613268608413,7097.412621359222,6855.69417475728,7253.488673139157,3931.509708737863,0.0,0.0,1024.0,2018-07-11,590,77770412
20180716T102019_20180716T102549_T32UPA,2241.9660194174758,101.30906148867312,2788.26213592233,2036.1423948220063,1964.6634304207116,1898.393203883495,1979.0469255663427,2193.687702265372,2953.608414239482,3390.265372168284,3246.1440129449834,3719.388349514563,1212.2281553398057,0.0,0.0,0.0,2018-07-16,590,77770412
20180721T102021_20180721T102024_T32UPA,8743.092233009707,2858.9012944983815,2270.108414239482,2628.734627831715,8553.52265372168,8033.309061488671,8430.820388349513,8505.440129449838,8557.482200647248,8725.351132686083,8589.864077669903,8709.360841423946,6501.915857605178,0.0,0.0,1024.0,2018-07-21,590,77770412
20180726T102019_20180726T102150_T32UPA,1240.4385113268606,8.419093851132688,1975.7653721682846,1298.236245954692,1015.3122977346278,971.2750809061488,920.4595469255661,1188.3754045307442,2279.3721682847895,2737.616504854369,2545.7411003236243,2974.9158576051777,612.3770226537216,0.0,0.0,0.0,2018-07-26,590,77770412
20180731T102021_20180731T102024_T32UPA,1331.496763754045,11.289644012944985,2042.3673139158575,1330.8495145631066,1082.613268608414,1030.618122977346,994.5420711974108,1235.0355987055016,2128.6618122977343,2541.5129449838187,2355.527508090615,2781.9724919093846,555.1763754045306,0.0,0.0,0.0,2018-07-31,590,77770412
20180805T102019_20180805T102019_T32UPA,7687.270226537216,141.20064724919095,6142.781553398058,4278.555016181229,8094.389967637539,7829.18284789644,8360.729773462783,8370.681229773463,8516.53074433657,8731.15857605178,8819.70550161812,8876.296116504855,4317.144012944984,0.0,0.0,1024.0,2018-08-05,590,77770412
20180810T102021_20180810T102023_T32UPA,5080.681229773463,275.97411003236243,4375.611650485436,3125.736245954692,5089.906148867314,4921.135922330096,5081.004854368931,5202.364077669903,5491.964401294498,5750.817152103559,5932.394822006471,5933.333333333333,3688.3527508090606,0.0,0.0,1024.0,2018-08-10,590,77770412
20180815T102019_20180815T102017_T32UPA,2618.3122977346275,24.922330097087375,3236.9158576051777,2370.1763754045305,2433.4886731391584,2236.199029126213,2286.501618122977,2446.3867313915857,3078.5404530744336,3499.3980582524264,3396.648867313915,3829.2087378640767,999.3899676375405,0.0,0.0,0.0,2018-08-15,590,77770412
20180820T102021_20180820T102358_T32UPA,1348.1019417475727,11.710355987055015,2015.592233009709,1385.5226537216827,1108.4838187702264,1027.266990291262,1056.7799352750808,1210.3009708737861,1716.8058252427184,2019.3543689320386,1912.8074433656957,2230.0113268608416,452.8268608414239,0.0,0.0,0.0,2018-08-20,590,77770412
20180825T102019_20180825T102015_T32UPA,7283.01779935275,1335.284789644013,3606.0323624595467,3390.6860841423945,7211.888349514562,6804.9983818770215,7249.618122977345,7355.713592233008,7521.946601941747,7717.080906148865,7437.367313915857,7787.898058252426,4594.318770226536,0.0,0.0,1024.0,2018-08-25,590,77770412
20180830T102021_20180830T102524_T32UPA,9158.894822006472,260.8932038834952,5411.576051779935,4048.928802588997,8997.105177993524,8488.37702265372,8974.111650485436,8922.953074433655,9043.195792880259,9317.389967637539,8902.179611650485,9381.18932038835,4134.561488673138,0.0,0.0,1024.0,2018-08-30,590,77770412
20180904T102019_20180904T102014_T32UPA,1482.2799352750806,9.425566343042071,1561.02427184466,1045.4611650485435,1169.046925566343,989.2864077669901,913.2588996763753,1034.6375404530743,1423.692556634304,1658.7200647249188,1523.271844660194,1813.6359223300967,332.2394822006472,0.0,0.0,0.0,2018-09-04,590,77770412
20180909T102021_20180909T102205_T32UPA,1390.8300970873786,44.786407766990294,1693.5323624595467,1269.744336569579,1119.8058252427184,1002.0776699029125,967.5210355987052,1113.4757281553398,1554.8155339805824,1782.0647249190938,1713.0533980582525,1919.1796116504852,614.8640776699029,0.0,0.0,2048.0,2018-09-09,590,77770412
20180914T102019_20180914T102014_T32UPA,2129.474110032362,15.237864077669899,1370.4368932038833,1012.8333333333334,1479.8122977346275,1211.7864077669901,1078.2184466019419,1110.3705501618122,1411.8721682847895,1580.529126213592,1482.0485436893202,1677.702265372168,581.2249190938512,0.0,0.0,997.4886731391587,2018-09-14,590,77770412
20180919T102021_20180919T102018_T32UPA,1383.3624595469255,9.0,1748.0598705501618,1233.454692556634,1114.7961165048541,981.0728155339806,925.5809061488675,1050.0323624595467,1501.122977346278,1673.504854368932,1611.8203883495144,1909.3495145631068,370.1116504854368,0.0,0.0,0.0,2018-09-19,590,77770412
20180924T102019_20180924T102602_T32UPA,7560.3786407766975,542.9482200647249,6512.92718446602,4614.588996763754,8040.883495145629,7708.608414239482,8339.584142394822,8554.432038834952,8694.839805825242,8831.262135922329,9008.189320388348,8993.483818770228,5755.275080906149,0.0,0.0,1024.0,2018-09-24,590,77770412
20180929T102021_20180929T102019_T32UPA,1311.2831715210355,56.373786407766985,1620.487055016181,1165.715210355987,1051.9838187702262,932.383495145631,871.4644012944983,1080.3203883495144,1468.1326860841423,1681.42071197411,1664.5728155339802,1843.52427184466,833.6779935275081,0.0,0.0,0.0,2018-09-29,590,77770412
20181004T102019_20181004T102018_T32UPA,1317.6747572815532,7.419093851132684,1257.3300970873781,870.9223300970872,979.2491909385111,825.7233009708737,744.9838187702265,873.2200647249189,1208.0744336569578,1343.02427184466,1314.7508090614883,1474.6051779935274,440.15372168284784,0.0,0.0,0.0,2018-10-04,590,77770412
20181009T102021_20181009T102559_T32UPA,3852.7686084142388,1919.440129449838,2543.4158576051773,2299.8737864077666,3683.7912621359224,3414.0663430420714,3447.1715210355983,3682.367313915857,4122.957928802589,4351.04854368932,4332.266990291261,4471.012944983819,3069.0792880258905,0.0,0.0,1024.0,2018-10-09,590,77770412
20181014T102019_20181014T102627_T32UPA,1330.1278317152103,11.393203883495147,1140.5566343042067,824.2977346278317,981.8673139158575,789.0242718446602,685.8122977346276,796.766990291262,1107.487055016181,1308.4886731391584,1230.360841423948,1384.0291262135918,441.7362459546925,0.0,0.0,0.0,2018-10-14,590,77770412
20181019T102031_20181019T102029_T32UPA,5803.551779935276,25.57443365695793,5892.8430420711975,4859.943365695793,6138.423948220064,5825.922330097088,6276.789644012945,6398.823624595469,6558.032362459547,6757.016181229773,6631.283171521034,6892.896440129448,2553.2653721682846,0.0,0.0,1024.0,2018-10-19,590,77770412
20181024T102059_20181024T102428_T32UPA,3899.901294498381,33.62621359223301,2145.0566343042074,1147.8333333333333,3616.4644012944973,3253.800970873786,3364.9255663430417,3366.5275080906144,3634.8495145631064,3840.4352750809057,3567.648867313915,3933.266990291261,1127.1860841423947,0.0,0.0,1024.0,2018-10-24,590,77770412
20181029T102131_20181029T102131_T32UPA,5418.3284789644,1287.6974110032359,3619.0631067961162,3112.5436893203882,5112.011326860841,4455.911003236245,4772.449838187702,4864.506472491908,5069.796116504854,5259.035598705502,4887.684466019417,5394.218446601942,2570.78640776699,0.0,0.0,1024.0,2018-10-29,590,77770412
20181103T102159_20181103T102338_T32UPA,4234.577669902912,261.1941747572816,3470.0566343042074,2454.839805825243,4055.9126213592235,3759.294498381876,3954.5177993527495,4034.813915857604,4279.616504854369,4439.021035598705,4234.875404530744,4519.784789644013,1922.574433656958,0.0,0.0,1024.0,2018-11-03,590,77770412
20181108T102231_20181108T102225_T32UPA,4445.302588996763,24.309061488673137,4352.119741100323,3553.150485436892,4014.3074433656952,3791.529126213591,4182.166666666666,4327.8317152103555,4732.54854368932,5023.161812297734,4507.941747572814,5203.153721682848,1677.7087378640772,0.0,0.0,1024.0,2018-11-08,590,77770412
20181118T102311_20181118T102312_T32UPA,1481.2750809061486,12.064724919093852,922.8042071197408,674.9417475728155,1124.5679611650485,848.9336569579287,712.6925566343041,808.8932038834951,1048.2265372168285,1156.640776699029,1076.6213592233007,1196.5258899676376,530.2588996763754,0.0,0.0,0.0,2018-11-18,590,77770412
20181123T102339_20181123T102334_T32UPA,5247.349514563106,20.122977346278315,4226.686084142395,3460.4919093851136,4919.436893203882,4255.598705501618,4550.600323624594,4594.585760517798,4762.603559870549,4976.857605177993,4694.423948220064,5095.3511326860835,1539.4142394822006,0.0,0.0,1024.0,2018-11-23,590,77770412
20181128T102351_20181128T102346_T32UPA,1928.514563106796,159.20226537216828,1234.6990291262134,968.8365695792879,1503.4805825242718,1192.271844660194,1096.6423948220065,1247.160194174757,1593.417475728155,1721.6860841423947,1574.1682847896436,1848.1488673139156,1057.8996763754042,0.0,0.0,2048.0,2018-11-28,590,77770412
20181203T102359_20181203T102604_T32UPA,8355.396440129449,81.33818770226536,1610.9449838187702,1194.3025889967637,8104.300970873785,7391.503236245954,8117.077669902911,8228.59061488673,8435.870550161811,8759.906148867312,8066.160194174755,8897.593851132684,3798.661812297734,0.0,0.0,621.3592233009707,2018-12-03,590,77770412
20181208T102401_20181208T102407_T32UPA,6635.996763754045,304.25404530744333,3480.3284789644017,2942.7346278317145,6387.833333333333,5639.592233009708,6150.690938511326,6311.205501618122,6411.718446601941,6528.299352750807,6318.367313915857,6561.056634304206,3430.3462783171517,0.0,0.0,1024.0,2018-12-08,590,77770412
20181213T102419_20181213T102422_T32UPA,4975.22491909385,139.06148867313914,5359.983818770226,4725.6844660194165,4824.2152103559865,4273.174757281553,4749.906148867313,5006.961165048543,5232.160194174756,5378.535598705501,5585.635922330096,5549.152103559869,3384.6116504854363,0.0,0.0,1024.0,2018-12-13,590,77770412
20181218T102431_20181218T102426_T32UPA,2825.519417475728,278.24595469255667,2135.739482200647,1884.1245954692554,2245.503236245954,1874.4870550161806,1888.0825242718445,2137.145631067961,2652.951456310679,2885.4012944983815,2572.2572815533977,3079.156957928802,1404.752427184466,0.0,0.0,1024.0,2018-12-18,590,77770412
20181223T102429_20181223T102536_T32UPA,5016.113268608414,1544.618122977346,2611.111650485437,2367.669902912621,4716.202265372168,4120.644012944983,4387.880258899676,4504.187702265372,4684.613268608415,4808.653721682848,4666.43851132686,4855.993527508091,3026.941747572815,0.0,0.0,1024.0,2018-12-23,590,77770412
20181228T102431_20181228T102427_T32UPA,1776.2912621359221,14.22491909385113,450.65695792880257,285.2815533980582,1319.370550161812,896.4126213592232,694.640776699029,707.9822006472492,856.0938511326859,860.8398058252427,818.5744336569578,902.2896440129448,443.7928802588995,0.0,0.0,0.0,2018-12-28,590,77770412
